Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.findLargestPaths.Sync,1967829221000,192123349702,2109732834,435511926,245366784
All.takeLargest10.Sync,1970143389800,152077449978,2109799679,452357766,298844160
All.displayPathSize.Sync,3059716400600,103602039084,5600050788,850960271,298844160
